title,date,reporter,press,contents
'침대' 이어 이번엔 '빨래'..논란의 연속 도쿄 선수촌[도쿄올림픽],2021. 07. 29,CBS노컷뉴스 차민지 기자,노컷뉴스,"이미 협소한 침대와 낮은 화장실 층고가 문제가 된 바 있는데, 이번에는 '세탁 서비스'가 도마 위에 올랐다. 세탁물을 찾기까지 대기시간이 너무 긴데다가 심지어는 세탁물이 분실까지 된다는 이야기가 나온다.
미국 럭비 대표팀 코디 멜피는 지난 25일 자신의 틱톡 계정에 욕실에서 직접 발로 밟아 빨래하는 영상을 올렸다. 그는 ""올림픽 선수촌에서 세탁물을 분실하면 어떻게 하냐고? 직접 빨래를 하면 된다""라고 했다.
우리나라 여자 핸드볼 대표팀은 세탁물 분실 소동을 겪었다. 대한체육회 직원들이 세탁소 창고를 뒤진 끝에 겨우 유니폼을 찾았다.
현재 선수들은 선수촌 내 세탁소를 이용하고 있다. 빨래를 맡길 때 등록한 바코드를 찍으면 세탁소에 배치된 도쿄올림픽 조직위원회 직원이 창고에 들어가 그와 일치하는 바코드 꼬리표가 달린 세탁물 짐을 찾아 전해주는 방식이다.
문제는 창고에 세탁물이 너무 많다는 점이다. 바코드 꼬리표를 확인하는 데까지 상당한 시간이 걸린다. 선수들이 세탁물을 한번 찾으려면 보통 1시간 이상 줄을 선다고 한다.
중국계 미국인 배드민턴 선수 장베이웬은 지난 22일 자신의 인스타그램에 ""세탁한 옷을 받기 위해 오전 7시부터 8시까지 줄을 서서 기다린다""며 ""16개 건물 중에 세탁소가 3곳 밖에 없어 힘이 든다""고 호소했다.
그보다 앞서 선수촌에서는 '골판지 침대' 등이 화제가 됐다.
도쿄올림픽 조직위원회는 환경을 고려해 골판지 침대를 도입했다. 그런데 정작 친환경 이미지 보다는 내구성이 떨어질 수 있다는 우려에 직면했다.
미국 뉴욕포스트 등 외신은 붕괴 우려로 선수들의 성관계가 불가능할 것이라며 이 침대에 '안티-섹스(anti-sex·성관계 방지)' 침대라는 별명까지 붙였다.
반면 국제올림픽위원회(IOC) 토마스 바흐 위원장은 올림픽 기간 일본 정부의 지원으로 '호화생활'을 누리고 있는 것으로 나타나 현지 언론의 비판을 받고 있다.
일본 주간현대는 최근 특집 기사를 통해 바흐가 현재 '오쿠라 도쿄'의 임페리얼 스위트룸에 머물고 있다고 보도했다. 이 스위트룸의 가격은 250만엔(약 2600만원)에 달한다.
바흐 측은 스위트룸의 실내 세간도 모두 IOC의 용달로 바꾼 것으로 전해졌다. 요리사도 외국에서 직접 데려온 것으로 알려졌다.
IOC 규정에 따르면 바흐 측에서 지불해야 하는 상한선은 최대 1박에 4만4000엔(46만원) 수준이다. 나머지 금액은 일본에서 지불하고 있다.
도쿄올림픽 조직위원회에 따르면 올해 3월 도쿄올림픽에 책정된 경비는 1조6440억엔(17조2304억원)이다. 이 가운데 IOC 간부들의 접대비를 포함한 대회 운영비가 7310억엔(7조6614억원)이나 된다.
CBS노컷뉴스 차민지 기자 chacha@cbs.co.kr"
"""손 맞았다"" 김연경 열받게 한 日심판 오심..VAR 판독봤더니",2021. 07. 28,김채현,서울신문,"日심판 “김연경 손맞았다” 황당 오심‘노터치’ 판도…주심은 케냐 득점 인정
2020 도쿄올림픽 한국 여자배구 케냐와의 경기에서 일본 심판의 의아한 판정으로 선수와 감독들이 항의하는 상황이 발생했다. 석연찮은 판정에도 귀중한 1승을 챙겼다.
27일 일본 도쿄 아리아케 아레나에서 열린 여자배구 A조 조별리그 2차전에서 한국은 케냐를 세트 스코어 3-0으로 눌렀다.
라이트 김희진이 서브 에이스 4개를 포함해 양 팀 합쳐 가장 많은 20점을 터뜨리며 공격을 주도했고, 주장 김연경도 16득점으로 뒤를 받쳤다.
이틀 전 브라질에 0-3으로 패한 한국은 8강 진출을 위해 A조 최약체인 케냐를 반드시 잡아야 했다.
선수들의 절박한 마음과 다르게 이날 경기에서는 판정에 대한 ‘챌린지(비디오 판독 요구)’가 나오면서 경기가 몇 차례 중단됐다.
특히 3세트 15-12로 한국이 앞선 상황에서 주심인 일본 국적의 묘이 수미에 심판은 김연경 선수의 손에 공이 닿은 후 아웃됐다고 판단해 케냐의 점수로 인정했다.
스테파노 라바리니 감독은 즉시 챌린지를 원했고, 선수들 역시 주심에게 어필했다. 3세트에 들어서만 두 번째 챌린지 요청이었다.
‘노 터치(No touch)’ 자막에도…주심은 케냐 득점 인정
김연경은 못마땅하다는 표정을 지었다. 비디오 판독 결과 후 주심의 판정은 더욱 이해되지 않았다.
느린 화면에서 김연경의 손과 공이 떨어져 있는 모습이 확연히 드러났고, 오히려 공은 케냐 선수의 몸에 맞고 라인 밖으로 떨어졌다.
공식적인 리뷰 결과로도 화면에 ‘노 터치(No touch)’, 닿지 않았다는 자막이 띄워졌다. 그러나 주심은 그대로 케냐의 득점을 인정했다.
김연경은 어이가 없다는 듯 이마를 손으로 탁 쳤지만, 이내 다시 경기에 집중하는 모습을 보였다.
이를 본 중계진 역시 “이건 말이 안 되는 것 같다”, “우리의 점수인데, 지금 상황은 이해할 수가 없다”고 말했다.
한때 역전을 허용하기도 했던 한국은 매치 포인트에서 리시브 실패로 듀스 상황에 몰렸으나 김연경의 공격 성공과 양호진의 블로킹으로 승부를 마무리 지었다.
한편 A조에서는 브라질과 세르비아가 2승으로 선두를 달리고 있고, 한국과 일본이 1승 1패, 도미니카공화국과 케냐는 2패를 기록 중이다.
한국은 오는 29일 오전 11시 5분 도미니카공화국(7위)과 A조 조별리그 3차전을 펼친다.
브라질, 세르비아(10위), 일본(5위), 도미니카공화국, 케냐 등과 A조에 속한 한국은 상위 4위 안에 들어야 8강에 진출할 수 있다.
김채현 기자 chkim@seoul.co.kr"
헉! 월세 6700만원..손흥민 자랑하던 英아파트 매물 화제,2021. 07. 29,소봄이 기자,뉴스1,"잉글랜드 프로축구 프리미어리그(EPL) 토트넘 홋스퍼 소속 손흥민(29)이 거주하는 것으로 알려진 영국 런던의 아파트에서 월세 매물이 나와 이목을 끈다.
29일 마이데일리에 따르면 런던 전통적 부촌 햄프스티드에 자리 잡고 있는 이 아파트는 매물별로 방 개수, 크기 등이 다 다르다. 가장 작은 규모가 278㎡(84평), 최대 평수는 929㎡(281평)다.
펜트하우스 3채를 포함해 총 20채로 이뤄져 있으며, 매물이 나온 아파트의 월세는 4만2250파운드(약 6700만원)다. 주변 환경은 어떨까. 몇 분만 걸어 나가면 320만㎡(96만평) 너비의 숲 햄프스티드 히스가 펼쳐지며, 자연 속에서 러닝을 즐길 수 있다. 
앞서 손흥민은 지난 2019년 tvN 프로그램 '손세이셔널'에 출연해 이 아파트 내부와 시설 등을 소개한 바 있다. 그의 아파트는 방이 총 3개로, 부모님과 함께 거주 중인 것으로 알려졌다.
특히 이 아파트에는 수영장을 비롯한 헬스장, 영화관, 사우나 시설 등이 갖춰져 있어 집 안에서 거의 모든 여가 생활을 누릴 수 있다. 실제로 손흥민은 '손세이셔널'에서 ""축구 외적으로 도움 되는 공간이 많다""며 ""축구하고 회복하는 데만 더 집중할 수 있다. 이렇게 좋은 집으로 이사 와서 좋다""고 밝혔다.
그러나 이 아파트의 월세는 보이는 게 다가 아니다. 영국에서는 주택마다 일종의 주민세인 '카운슬 택스'가 붙기 때문에 세금까지 고려하면 실제 월세가는 더 높아진다.
집주인이 아닌 세입자가 내는 카운슬 택스는 지역별로, 주택의 가치평가액에 따라 다르다. '손흥민 아파트'의 매물별 올해 카운슬 택스는 월 286파운드(45만원)으로 확인됐다고 마이데일리는 전했다.
또한 월세를 지불할 능력이 된다고 해서 무조건 입주가 가능하다는 보장도 없다고. 영국 부동산 시장의 특성상 고급 매물을 거머쥐려면 경매와 비슷한 절차를 거쳐야 한다.
입주 희망자가 자신의 연봉과 직업, 지불 가능한 최대 월세 금액 등을 기재해 '오퍼(offer)'를 넣으면 '셀러'(seller)와 조율하는 시간을 갖는다. 이후 오퍼가 승인되면 계약서 작성 후 입주 전 집의 상태를 조사하고 보고서를 작성하는 등의 절차를 거쳐 입주하면 된다.
한편 손흥민은 지난 23일 토트넘과 4년 재계약에 합의함에 따라 2025년까지 토트넘에서 활약한다. 그의 새로운 계약 내용은 공개되지 않았지만, 영국 언론 토트넘이 손흥민에게 주급 20만 파운드(약 3억1600만원) 성과급을 제시했다고 보도했다.
sby@news1.kr"
"중간 순위 1위 일본.. ""한국이 왜 메달 순위에? 보이콧하지 않았나?""",2021. 07. 28,,마이데일리,"[마이데일리 = 이석희 기자] 도쿄 올림픽이 개막된 지 이제 5일째로 접어들었다. 요즈음에는 예전만큼이나 국가별 순위가 중요하지 않지만 지금 일본은 난리가 아니다. 아무리 개최국 어드벤티지가 있다고 치더라도 일본이 당당히 메달레이스 1위(28일 낮 12시 기준)를 달리고 있어서다.
일본은 금메달 11개, 은메달 4개 동메달 5개로 중국과 미국, 러시아(러시아올림픽위원회)를 제치고 1위에 올라섰다.
일본은 종주국답게 유도 종목에서 5개의 금메달을 쓸어담았다. 그리고 스케이트 보드 남여 스트리트 부문과 여자 소프트볼에서도 금메달을 목에 걸었다. 
특히 일본 국민들이 열광한 것은 탁구 혼성복식의 금메달이다. 준 미주타니와 미마 이토의 혼성복식조가 중국을 4-3으로 물리친 것에 대해 흥분을 감추지 못하고 있다.
야후 저팬등 일본 포털을 보면 일본국민들은 ""올림픽에서 일본 탁구가 중국을 이기고 금메달을 따는 것을 죽기전에 볼수 있어서 감격했다""고 밝혔다.
중간 순위 1위에 올라 선 것에 대해서도 ""미국을 이기다니 대단하다. 유도 선수들의 대활약에 스케이트 보드 등 활약이 대단했다""며 선수들을 격려했다.
조심스러운 반응도 있긴 하다. ""육상종목에서 금메달이 많이 나오는 데(올림픽)후반으로 가면 미국이 금메달을 싹쓸이 할거고 1위 성적이 폐막식까지 갈 리가 없다""""올림픽 전반부에는 일본이 잘하는 종목이 많아서 그런거지. 결국 마지막엔 미국이 1위하겠지""라는 네티즌도 많았다. 
그러면서도 일본국민들은 ""그래도 지금은 기뻐하고 싶다""고 말하기도 했다. 
오후 5시 현재 메달 순위에서는 중국이 금메달을 한개 추가, 11개로 일본과 같았지만 은메달에서 한 개앞서 중간 순위 1위를 달리고 있다. 
한편 메달 순위를 두고도 반한 감정을 드러낸 네티즌도 있었다. ""왜 한국이 순위에 있는거지? 올림픽 보이콧하지 않았었나?""라며 메달 순위 7위를 달리고 있는 대한민국을 비아냥 거리기도 했다. www.mydaily.co.kr"
"골·골·골·골·골·골·골·골·골·골..봤지, 멕시코",2021. 07. 29,,헤럴드경제,"‘환골탈태’한 김학범호가 가볍게 8강에 오르며 역대 최고성적을 향해 한발 더 나아갔다.
김학범 감독이 이끄는 한국 올림픽축구대표팀은 28일 열린 남자축구 조별리그 온두라스와의 최종전에서 초반부터 압도적인 경기력으로 상대를 몰아붙인 끝에 6-0으로 대승을 거뒀다. 맏형 황의조가 해트트릭을 기록했고 원두재 김진야 이강인이 골을 추가했다. 5년전 리우올림픽 8강에서 한국에 충격적인 패배를 안겼던 온두라스를 허문 일등공신은 오른쪽 윙포워드 이동준이었다. 가공할 스피드와 개인기, 판단력으로 온두라스 왼쪽을 휘저은 이동준의 활약으로 초반에 승기를 잡을 수 있었다.
이로써 한국은 2012 런던(동메달), 2016 리우(8강)에 이어 3회 연속 올림픽 8강을 밟았다.
이제 다음 타깃은 31일 오후 8시에 만날 멕시코다. 3회연속 올림픽에서 맞닥뜨렸다. A조에서 일본에 이어 조 2위로 8강에 오른 멕시코는 한국에 익숙한 상대다. 멕시코는 북중미의 강호지만 23세이하 상대 전적은 7전 3승 4무로 한 번도 패하지 않았다. 올림픽 본선에선 1996 애틀란타, 2004 아테네, 2012 런던, 2016 리우까지 네 번 만나 2승 2무를 기록했다.
이번까지 올림픽 3회 연속 맞대결이다. 지난 2016 리우에서 같은 조였으며, 당시 권창훈의 결승골로 1-0 승리했다. 한국이 동메달을 따냈던 2012 런던에선 조별리그 첫 경기에서 만나, 0-0으로 비긴 바 있다.
김학범 감독은 “조 1위로 올라갔지만, 이제부터 시작이다. 와일드카드 선수들이 점점 좋아지는 모습이 보이고 후배들과도 조화를 이루고 있다. 이들의 활약이 매우 중요하지 않을까 생각한다”며 나아진 경기력에 만족해했다.
멕시코의 로사노 감독은 28일 기자회견에서 “한국은 매우 강한 팀이다. 일본 보다 더 강하다. 직선적이고, 스피드의 강점을 잘 이용한다. 그들은 지난 두 경기서 많은 득점을 했다. 여러 옵션을 갖고 있다”며 경계했다.
한국은 뉴질랜드전 패배 이후 이동준 엄원상 김진야 이동경 등 윙포워드와 설영우 강윤성의 윙백을 활용한 좌우 측면 공격이 위력을 발휘하면서 2경기 연속 다득점에 성공했다. 워낙 스피드가 뛰어나 돌파 후 박스로 공격기회를 연결해줄 경우 득점을 만들어낼 가능성이 높아진다. 원두재 김진규의 허리도 두터웠고 황의조 권창훈의 플레이도 점점 살아나고 있다.
또한 전방부터 강한 압박을 펼쳐 상대가 제대로 빌드업을 하지 못하도록 하면서 상대의 예봉을 미리 꺾어버리는 것도 인상적이다. 여기에 정태욱-박지수를 중심으로 한 포백 수비도 안정감을 주고 있다. 2경기 연속 무실점의 큰 원동력이다. 스타팅 멤버와 백업멤버간의 기량차도 크지 않아 김학범 감독이 다양한 옵션을 선택할 수 있다는 것도 강점이다.
한편 나머지 8강대진은 브라질-이집트, 일본-뉴질랜드, 스페인-코트디브아르로 압축됐다. 한국은 멕시코를 꺾을 경우 브라질-이집트전 승자와 준결승을 벌인다. 관심이 높은 일본과의 대결은 결승 혹은 3,4위전에서 성사되게 됐다.
김성진 기자
withyj2@heraldcorp.com"
세계랭킹 1위의 '오심 눈물'..금메달로 달랬다 [올림PICK],2021. 07. 29,문대찬,쿠키뉴스,"김정환(38)-구본길(32)-오상욱-김준호(27)로 구성된 대한민국 남자 펜싱 사브르 대표팀은 28일 일본 지바의 마쿠하리 메세홀B에서 열린 이탈리아와의 ‘2020 도쿄올림픽’ 남자 펜싱 사브르 단체 결승전에서 45대 26으로 승리하며 금메달을 차지했다. 
에이스 오상욱의 활약이 빛났다. 
준결승에서 폼을 절정까지 끌어올린 그는 5-4로 앞서던 결승전 2라운드 무대에 올라 5연속 득점에 성공하며 분위기를 띄웠다. 이후엔 마지막 주자로 나서 금메달을 향한 여정에 마침표를 찍었다. 
오상욱은 현재 세계랭킹 1위다. 이번 대회에서 개인전 금메달 유력 후보였다. 
하지만 개인전 8강에서 산드로 바자제(조지아)에게 패하며 이변의 희생양이 됐다. 컨디션 난조, 떨어진 실전 감각이 발목을 잡았다. 오상욱은 지난 3월 코로나 바이러스 감염증-19(코로나19) 판정을 받은 탓에 한 달간 훈련을 쉬었다가 4월 말에야 진천 선수촌에 들어왔다. 
오상욱은 이날 단체전 결승 종료 뒤 인터뷰에서 “격리 후 다시 운동하려니 다리가 잘 안 따라오더라. 경기 중 잠깐 다리를 잡은 것도 그런 영향이 있었다. 자가격리로 인해 훈련을 못해 근육이 빠지면서 아쉬운 부분이 있다”고 뒤늦게 아쉬움을 전했다. 
개인전 탈락 과정에서 결정적인 오심이 나온 것도 악재로 작용했다. 
5-4로 앞서던 1라운드, 두 선수가 서로 달려들어 공격을 시도하는 과정에서 양 투구에 모두 불이 들어왔다. 심판이 바자제의 공격이 더 앞섰다고 판단해 1점을 주자, 한국에서 비디오 판독(VAR)을 신청했다. 판독 결과 원심이 유지됐으나 경기를 재개하는 과정에서 오심이 발생했다. 심판이 바자제에게 1점을 더해 스코어가 5-6으로 변모한 것이다. 하지만 스코어 기록 과정에서 오류가 있었다는 것을 오상욱 본인도, 감독‧코치진도 파악하지 못했다. 이날 무려 9번의 타이를 기록했던 경기 흐름을 감안하면 매우 아쉬웠던 장면이었다. 
좌절할 법도 했지만, 오상욱은 빠르게 눈물을 닦았다. 오상욱은 “개인전 결과는 아쉽게 됐지만 빨리 단체전을 준비해야겠다고 생각했다. 단체전에 좀 더 포커스를 잡아서 좋은 성적이 나온 것 같다”고 설명했다. 그는 “준결승에서 독일을 만났는데 이전에 패한 기억이 떠올라 경기 도중에도 살짝 뭉클했다. 여기서 포기하면 안 된다고 생각했다”며 “이번에는 이길 수 있다는 생각으로 끝까지 포기하지 않은 것이 좋은 결과를 거뒀다”고 웃었다.
이번 대회를 통해 한층 더 성장한 오상욱의 칼끝은 2024 파리 올림픽을 향해 있다. 오상욱은 “다시 대표팀에 뽑힐 수 있도록 노력해서 다음 대회에서 금메달을 지킬 것”이라고 강조했다.
mdc0504@kukinews.com"
"""올림픽은 이맛이지"" 양궁 시상대 '우정셀카'에 전 세계가 감동",2021. 07. 28,강필주,OSEN,"[OSEN=강필주 기자] 시상대 위에서 뭉친 9명의 '셀카(셀프카메라)'가 잔잔한 감동을 주고 있다. 
오진혁(40, 현대제철), 김우진(29, 청주시청), 김제덕(17, 경북일고)으로 구성된 한국 양궁대표팀은 지난 26일 일본 도쿄 유메노시마 양궁장에서 열린 '2020 도쿄올림픽' 양궁 남자 단체전 결승서 대만을 세트포인트 6-0(59-55, 60-58, 56-55)으로 이겼다.
한국 선수들은 당당히 시상대 맨 위에 올라 금메달을 목에 걸었고 태극기 앞에서 애국가를 제창했다. 각각 은메달과 동메달을 차지한 대만과 일본 선수들도 함께 한 자리였다. 그런데 시상식이 끝난 후 이들 선수들은 시상대에서 내려오지 않았다. 대신 한국팀 주장 오진혁이 꺼내든 휴대폰을 향해 밝은 미소를 지어 보이며 우정을 나눴다. 
이 모습은 그대로 방송을 통해 전 세계로 퍼졌다. 방금 전까지 각자 국가를 대표해 전쟁을 펼친 궁사들이었지만 기념사진으로 훈훈한 장면을 연출하는 모습은 각국 팬들에게 진한 감동을 안겼다. 
28일 'J-cast' 등 일본 매체들도 저마다 정치, 역사적으로 얽혀 있는 3개국 선수들이 시상대 위에서 흐뭇한 모습을 보여주자 많은 이들의 호응을 이끌어냈다고 강조했다. 그러면서 ""활짝 웃었다"", ""감동이었다"", ""스포츠맨십"", ""올림픽은 이래야지"" 등 각국 언어로 등장한 SNS 관련글을 소개했다.  /letmeout@osen.co.kr"
"[도쿄올림픽]승부처에서 승부사 기질 뽐낸 김연경, 역시 배구 여제는 달랐다",2021. 07. 29,이성필 기자,스포티비뉴스,"[스포티비뉴스=이성필 기자] '배구 여제' 김연경의 승부사 기질은 위기에서 더욱 빛났다. 
스테파노 라바리니 감독이 이끄는 한국 여자 배구대표팀은 29일 일본 도쿄의 아리아케 아레나에서 열린 도미니카 공화국과 2020 도쿄올림픽 여자 배구 조별리그 A조 3차전에서 3-2(25-20, 17-25, 25-18, 15-25, 15-12)로 이겼다. 
세트를 번갈아 가며 취한 양팀의 승부처는 역시 운명의 5세트였다. 김연경은 세트마다 동료들에게 고함을 치며 정신 집중을 요구했지만, 경기력이 널뛰면서 의도대로 되지는 않았다. 특히 유리하게 갈 수 있었던 3세트에서는 9-10에서 내리 실점하자 일순간 표정이 굳어지기도 했다. 
그래도 소리를 지르는 것은 여전했다. 블로킹에 성공하며 따라가려는 노력은 여전했다. 4세트에서도 풀이 죽어 있다 조금씩 살아나는 김희진에게 격려하는 모습도 있었다. 
백미는 5세트였다. 위기에서 스타의 승리 본능이 나온다더니 그 말이 딱 맞았다. 5세트를 내준다면 2012 런던 올림픽 4강, 2016 리우 올림픽 8강 등 녹아웃 스테이지 경험은 고사하고 조별리그에서 탈락할 위기에 몰릴 수 있었다. 도쿄 올림픽을 마지막 국가대표 대회로 사실상 정한 김연경이라는 점에서 무조건 승리가 필요했다. 
도니미카는 브라옐린 마르티네스의 높이로 한국 수비를 흔들었다. 살얼음 승부에서 중심을 잡지 않으면 흐름이 완벽하게 넘어갈 우려가 있었다. 
9-9, 리드하면 승기를 잡는 순간에서 김연경이 전면에 등장했다. 지니에리의 스파이크를 블로킹하며 포효했다. 이어진 서브에이스 성공으로 순식간에 11-9로 범수를 벌리는 능력을 보여줬다. 
김연경이 보여주자 동료들의 움직임도 더 기민해졌고 양효진의 블로킹과 박정아의 공격 성공으로 경기가 끝났다. 1승2패가 2승1패로 바뀌며 8강 진출 확률이 높아진 순간으로 바뀌는 장면이었다. 
케냐전에서도 심판의 오심성 판정에 불만을 표현하며 분위기를 만든 김연경이었다. 도미니카전에서도 20득점 3블록 19디그로 '에이스란 이런 것이다'를 기록으로 증명한 김연경이다. 19개의 디그는 수비에서도 김연경이 얼마나 집중력을 보여줬는지 알 수 있는 기록이었다. 그야말로 대단했던 김연경이다."
"제스퍼 존슨 사망 소식에 놀란 전창진 감독 ""그 친구가 그렇게 가다니..""",2021. 07. 29,민준구,점프볼,"전창진 감독은 2008-2009시즌을 끝으로 원주 동부(현 DB)를 떠나 최약체였던 부산 KT로 향했다. 모두가 안 될 거라고 했던 KT를 이끌고 2009-2010시즌 정규리그 2위, 2010-2011시즌 정규리그 1위를 차지했다. 그 중심에는 존슨이 있었고 그렇기에 전창진 감독은 자신을 거쳐간 수많은 외국선수 중 그를 여전히 잊지 못하고 있었다.
전창진 감독은 전화 인터뷰를 통해 존슨의 사망 소식을 들은 뒤 “정말인가? 전혀 몰랐다. 대체 왜…. 쉽게 받아들이기 힘든 일이다”라며 슬퍼했다.
현재 알려진 바로 존슨의 사인은 심장마비다. 과거 선수 시절에도 콜레스테롤 수치가 높아 체중감량이 필요했었던 그였다. 물론 이 부분이 직접적인 사망 원인인지는 불분명하다.
전창진 감독은 “몸 관리 좀 잘하지…. 그 친구가 그렇게 갈 친구가 아니다. 너무 아쉽고 또 아쉬운 일이다”라고 말했다.
전창진 감독과 존슨은 함께한 시절 정말 많은 것을 이뤄냈다. 모두가 부정적으로 평가한 존슨은 2009-2010시즌 외국선수 MVP에 선정됐다. 또 최약체로 평가된 KT는 단숨에 우승후보로 올라서며 한때 정상에서 내려오지 않는 팀이 됐다.
“존슨을 처음 뽑은 게 나였다. 덩치도 크고 둔할 것 같았지만 머리가 정말 좋은 친구였다. 덕분에 국내선수들도 많은 도움을 받았다. 내게는 좋은 추억만 남아 있는 선수다.” 전창진 감독의 말이다.
잠시 말을 잃었던 전창진 감독은 “좋은 곳에 갔으면 한다. 보고 싶을 것이다”라며 그리움을 감추지 않았다.
# 사진_KBL 제공"
"日 진땀승에 현지 언론 ""져도 이상하지 않았다"" 벤치 지적",2021. 07. 29,신원철 기자,스포티비뉴스,"[스포티비뉴스=신원철 기자] 야구 금메달을 위해 장기 계획을 세워왔던 일본이 28일 개막전에서 패배 직전까지 갔다. 도미니카공화국에 9회초까지 1-3으로 끌려가는 경기를 했다. 
일본은 9회말 1사 만루에서 사카모토 하야토(요미우리)의 끝내기 안타로 4-3 승리를 거뒀다. 그런데도 스포츠전문잡지 넘버는 29일 ""져도 이상하지 않은 경기였다""며 ""박빙의 승리 뒤에는 벤치의 두 차례 오판이 있었다""고 지적했다. 
이 매체는 먼저 투수 교체가 잘못됐다고 짚었다. 일본은 0-0으로 맞선 7회 리드를 빼앗겼다. 6회까지는 양 팀 선발투수가 모두 실점하지 않았다. 도미니카공화국 CC 메르세데스(요미우리)와 일본 야마모토 요시노부(오릭스)가 0의 행진을 이끌었다. 
그런데 일본은 7회 투수를 교체했다. 야마모토의 투구 수는 88구. 올해 16경기에서 113⅔이닝을 던진 리그 최고 이닝이터가 100구도 던지지 않은 시점에서 투수 교체를 결정했다. 
두 번째 투수로 나선 아오야기 고요(한신)가 도미니카공화국의 스위치 타자들을 막아내지 못하면서 위기가 찾아왔다. 결국 아오야기는 2타점 2루타를 맞고 팀을 패배 위기에 몰아넣었다. 7회를 다 마치지 못하고 다이라 가이마(세이부)에게 공을 넘겼다. 
넘버는 ""아오야기는 프로 입단 후 신인 시절 한 차례 구원 등판했을 뿐, 그 뒤로는 계속 선발로만 던졌다. 대표팀에서는 선발투수 혹은 선발이 일찍 무너졌을 때 '제2선발'로 기대를 모았다. 28일에도 경기 중반 등판을 준비했다""고 설명했다. 
그런데 야마모토가 초반 위기를 견뎌내면서 아오야기의 등판 시점이 계속 밀렸다. 그러면서 투구 리듬이 깨졌다는 것이 넘버의 분석이다. 
8회말에는 1사 2루에서 득점에 실패했다. 야마다 데쓰토(야쿠르트)가 2루에 있을 때 요시다 마사타카(오릭스)가 좌전 안타를 때렸다. 그런데 좌익수 위치가 앞쪽이었다. 야마다는 홈에서 아웃됐다. 
넘버는 1사 1, 3루로 상대를 압박할 수 있었는데 무리한 주루 플레이 요구로 아웃카운트와 득점 기회를 낭비했다고 봤다. 이 매체는 선수들만큼이나 코치들이 긴장했다고 지적했다."
韓 여자 양궁 이어 올림픽 9연패 또 나왔다 [포디움 스토리],2021. 07. 30,윤승재,엑스포츠뉴스,"(엑스포츠뉴스 윤승재 기자) 한국 여자 양궁 단체전에 이어 올림픽 9연패 기록이 또 나왔다. 중국 탁구가 여자단식 9연패 위업을 달성했다. 
천멍(중국, 세계랭킹 1위)은 29일 일본 도쿄체육관에서 열린 2020 도쿄올림픽 여자단식 결승전에서 쑨잉샤(중국, 3위)를 4-2로 꺾고 금메달을 목에 걸었다. 
이로써 중국은 탁구가 정식 종목으로 채택된 1988 서울 올림픽부터 여자단식 9회 연속 우승을 차지했다. 1988년 서울 대회 때 천징이 초대 챔피언에 오른 걸 시작으로 덩야핑(1992년, 1996년), 왕난(2000년), 장이닝(2004년, 2008년), 리샤오샤(2012년), 딩닝(2016년), 천멍(2020년)까지 우승을 놓치지 않고 9연패를 달성했다. 
한국이 여자 양궁 단체전 9연패를 달성한 것과 같은 상황이다. 양궁 역시 1988 서울 대회서 처음으로 정식 종목으로 채택돼 지금까지 9번의 대회를 거쳐 왔는데, 한국 여자 양궁 대표팀이 단체전에서 단 한 번도 빠짐없이 우승을 차지하며 9연패 위업을 달성한 바 있다. 
한편, 이전까지 올림픽 9연패 기록은 케냐의 남자 3,000m 장애물 경주와 미국의 남자 400m 혼계영(이상 1984 LA~2016 리우 올림픽) 종목이 유이했다. 하지만 이번 올림픽에서 한국과 중국이 새 역사를 쓰면서 9연패 진기록 대열에 합류했다. 
사진=AFP/연합뉴스
윤승재 기자 yogiyoon@xportsnews.com"
