title,date,content
[서울포토] ‘4강! 가는거야~’,2021-08-04,김연경을 비롯한 배구 여자 대표팀이 4일 도쿄 아리아케 아레나 경기장에서 열린 여자배구 8강전 터키와의 대결에서 공격을 성공시킨 후 기뻐하고 있다.2021.08.04도쿄 올림픽사진공동취재단
목 쉰 김연경 “4강 무대 밟아 기뻐...남은 경기 잘 마무리할 것”,2021-08-04,"▲ 김연경을 비롯한 배구 여자 대표팀이 4일 도쿄 아리아케 아레나 경기장에서 열린 여자배구 8강전 터키와의 대결에서 공격을 성공 시킨 후 기뻐하고 있다. 2021.08.04 도쿄=올림픽사진공동취재단












▲ 김연경이 4일 도쿄 아리아케 아레나 경기장에서 열린 여자배구 8강전 터키와의 대결에서 공격을 성공 시키고 있다. 2021.08.04 도쿄=올림픽사진공동취재단


“목 관리 잘 해서 준결승전에서도 목청 높여 목소리를 지르겠습니다”코트 안팎에서 선수들을 독려한 김연경의 목소리는 쩍쩍 갈라져 있었다. 4일 배구 여자 대표팀은 일본 도쿄 아리아케 아레나에서 열린 8강전에서 세트 스코어 3-2(17-25 25-17 28-26 18-25 15-13)로 터키를 꺾고 4강 진출에 성공했다.이로써 한국은 2012년 런던 대회 이후 9년 만에 4강에 오르게 됐다. 1976년 몬트리올 대회 동메달 이후 45년 만에 메달 사냥에 도전하게 된 것이다.공동취재구역(믹스트존)에서 기자들과 만난 김연경은 “올림픽 개막 전엔 누구도 우리의 준결승 진출을 예상하지 못했을 것”이라며 “하나의 팀이 돼 4강 무대를 밟아 기쁘다”라고 소감을 전했다.그러면서 “솔직히 처음 8강 상대가 터키로 결정된 뒤엔 나도 준결승 진출이 쉽지 않을 것으로 생각했다”며 “어젯밤엔 (오늘 경기가 올림픽 마지막 경기인 줄 알고) 잠이 전혀 오지 않았다. 한 시간 정도 잤다”고 말했다.









▲ 한국 배구대표팀 김연경이 4일 일본 아리아케 아레나에서 열린 도쿄올림픽 여자 배구 8강 한국과 터키의 경기에서 승리한뒤 동료들과 함께 기뻐하고 있다. 2021.08.04 도쿄=올림픽사진공동취재단


도쿄올림픽을 마지막으로 올림픽 출전 은퇴를 선언한 김연경은 이번 경기에서 매순간 집중력을 발휘하며 팀 최다인 28점을 기록했다.






3세트에서는 주심이 양효진(현대건설)의 플레이를 두고 석연치 않은 포히트 범실을 선언하자 거칠게 항의하다가 경고를 받기도 했다.이에 대해 그는 “사실 경기 전부터 심판의 콜이 마음에 들지 않았다”며 “한번 강하게 이야기하지 않으면 흐름이 넘어갈 것 같다는 생각이 들어서 그렇게 했다”고 말했다.여자 배구 경기에 많은 관심이 쏠린 것에 대해서는 “매우 감사하다. 여기에 만족하지 않겠다. 남은 두 경기 마무리를 잘 하겠다”고 각오를 다졌다.이어 “지금 우리는 모든 선수가 경기에 출전하고 있다. 모든 선수가 언제든지 출전할 것이라는 생각을 해서 원팀이 된 것 같다”며 “버텨준 후배들에게 고맙다”고 함께 경기를 뛴 선수들에게 고마운 마음도 전했다.치열했던 접전 끝에 승리를 거머쥔 배구 여자 대표팀은 브라질-러시아올림픽위원회(ROC) 승자와 4강에서 대결하게 된다.임효진 기자 3a5a7a6a@seoul.co.kr"
‘김연경 끝내기’ 여자배구 터키 꺾고 4강 진출,2021-08-04,"▲ 여자배구 대표팀 선수들이 4일 일본 도쿄 아리아케 아레나에서 열린 도쿄올림픽 여자배구 터키와의 8강에서 승리 후 기뻐하고 있다. 도쿄 연합뉴스


여자배구 대표팀이 풀세트 접전 끝에 터키를 꺾고 극적으로 4강에 진출했다. 이제는 딱 2번만 더 이기면 금메달을 딸 수 있다.한국은 4일 일본 도쿄 아리아케 아레나에서 열린 도쿄올림픽 여자배구 터키와의 8강전에서 3-2(17-25 25-17 28-26 18-25 15-13)로 승리했다. 세계랭킹 4위 터키를 상대로 대등한 경기를 펼친 끝에 귀중한 승리를 따내면서 4강에 가장 먼저 안착했다.1세트 김연경이 6점으로 분전한 한국은 좀처럼 공격을 풀지 못하며 1세트를 내줬다. 2세트는 한국이 반격했다. 한국은 김연경을 필두로 박정아, 양효진, 김희진이 고루 득점에 가담하며 1세트 패배를 그대로 갚아줬다.3세트는 그야말로 대접전이었다. 한국이 먼저 24-22로 매치포인트에 도달했지만 연속 실점하며 24-24 듀스가 됐다. 먼저 1점을 내주며 위기에 몰렸던 한국은 박정아의 공격과 김희진의 블로킹으로 26-25로 앞섰고 26-26의 상황에서 박정아가 연속득점하며 28-26으로 세트를 따냈다.힘이 빠진 한국은 4세트를 내주며 경기를 끝낼 기회를 아쉽게 놓쳤다. 그러나 도미니카공화국, 일본을 모두 5세트에서 꺾은 만큼 기대가 컸다.






양보할 수 없는 치열한 승부. 5세트 역시 쫓고 쫓기는 추격전이 펼쳐졌고 두 팀은 10-10까지 팽팽했다. 접전에서 김연경이 연속 득점에 성공하며 한국이 분위기를 가져왔다. 12-10의 상황에서 상대 실책까지 겹치며 13-10으로 승리에 성큼 다가섰다.1점을 내준 한국은 어려운 랠리 끝에 수비에 성공해 14-11로 매치포인트를 눈앞에 뒀다. 실점을 허용하며 잠시 쫓겼지만 마지막에 김연경이 경기를 마무리하며 짜릿한 승리를 거뒀다.도쿄 류재민 기자 phoem@seoul.co.kr"
"도쿄올림픽 3관왕 안산, 광주여대 등 모교 방문",2021-08-04,"“스승님 감사합니다”도쿄올림픽 3관왕에 오른 양궁 국가대표팀 선수 안산이 4일 모교인 광주여대를 찾아 “저를 키워준 스승님과 학교에 감사한다”고 밝혔다.광주여대는 이날 안 선수에 대한 환영식 및 기념 조형물 제막식을 가졌다.광주여대는 2016 리우올림픽 최미선,2012 런던올림픽 기보배에 이어 안산까지 금메달리스트를 배출한 양궁 명가로 우뚝 섰다.안산은 전날 모교인 광주 문산초등학교와 광주체육중·고에서 은사를 만나고 양궁부 후배를 격려한 데 이어 이날은 광주여대에서 총장과 교수,학생들로부터 열렬한 환영을 받았다.






광주여대 이선재 총장은 “올림픽 3관왕이라는 새로운 역사를 쓴 안산 선수는 국가의 보배”라며 “무엇이라 표현할 수 없을 정도로 고맙고 축하한다”고 말했다.안산은 “아낌없이 지원해준 총장님,어린 시절부터 이 순간까지 지켜봐 주시고 성장시켜 주신 노슬기 선생님,박현수 선생님,이선미 선생님에게 진심으로 감사하다”고 말했다.안산은 스승인 김성은 감독에게 특별한 감사의 말을 전하기도 했다. 김 감독은 최미선,기보배 선수를 배출한 명장이기도 하다.안산은 “제가 받은 금메달은 김 감독님의 사랑과 정성 덕분”이라며 “이 순간에 만족하지 않고 양궁을 처음 시작했던 마음으로 최선을 다하겠다”고 다짐했다.광주여대는 이날 학교 벽면에 안산 선수 3관왕을 기념하는 부조 형식의 조형물 제막식도 가졌다.안산은 앞서 3일 모교인 광주 문산초등학교와 광주체육중·고등학교를 잇달아 방문, 은사들에게 고마움을 표시했다.양궁 국가대표 정장을 입은 안산은 자신의 꿈을 키운 북구 문산초등학교를 가장 먼저 찾았다. 안산은 박선혜 교장과 당시 양궁부 감독이었던 최용상 교감, 노슬기 코치 등을 차례로 껴안으며 기쁨을 나눴다.교사와 후배 등 30여 명은 열렬한 박수와 함께 ‘축하해’ ‘우리 안산 최고’ 등을 외치며 열렬히 환영했다.안산은 문산초 양궁장에서 만난 후배들에게 활과 화살 다루는 법, 격발 자세 등을 직접 지도하고 격려했다.그는 광주체육중·고등학교로 발걸음을 옮겼다. 광주체고 강당에서는 20여 명의 후배와 교직원들이 ‘멋있어요’ ‘3관왕’ 등 함성으로 안산을 반겼다.안산은 “저를 가르쳐주신 모든 지도자분에게 감사드린다”면서 “다음 올림픽은 이자리에 있는 후배들과 함께 하고 싶다”고 말했다.









▲ 안산이 지난 3일 자신이 꿈을 키웠던 광주 문산초등학교에서 양궁부 후배에게 슈팅 자세를 설명해주고 있다.


광주 최치봉 기자 cbchoi@seoul.co.kr"
[올림픽 1열] ‘6m19’ 한계에 도전했던 듀플랜티스의 위대한 비상,2021-08-08,"[중계화면 그 이상의 소식, 올림픽을 1열에서 경험한 생생한 이야기를 전합니다.]





▲ 아먼드 듀플랜티스(스웨덴)이 3일 일본 도쿄 올림픽스타디움에서 열린 장대높이뛰기 결선에서 바를 넘어가는 모습. 도쿄 AP


세계 장대높이뛰기 역사를 바꾼 ‘신성’올림픽에서 역사적인 장면이 만들어지고 있을 때 중계방송이 안 되는 것만큼 속상한 일이 없습니다. 돈 들여 따낸 중계권이니 돈이 되지 않는 방송까지 굳이 할 필요성은 못 느낀다고 해도 중계를 해줬으면 어떨까 싶은 경기는 꼭 있기 마련이니까요. 지는 야구, 축구는 해주면서 이기는 여자배구 한일전은 공중파에서 볼 수 없던 것처럼.세계 장대높이뛰기의 역사를 바꾸고, 인간의 높이 날고 싶은 꿈을 실현한 아먼드 듀플랜티스(22·스웨덴)의 경기도 그런 종류이지 않을까 합니다. 듀플랜티스가 위대한 도전을 이어갔던 장면이 중계방송이 없다고 들어서 1열에서 직관한 이야기를 전해 드리고자 합니다.듀플랜티스는 지난해 9월 18일 이탈리아 로마올림픽스타디움에서 열린 세계육상연맹 다이아몬드리그 남자 장대높이뛰기 결선에서 6m15(실외경기 기준)의 세계기록을 쓴 선수입니다. 6m15 이전의 기록은 ‘인간새’ 세르게이 붑카(58·우크라이나)가 1994년에 작성한 6m14입니다. 붑카는 듀플랜티스가 기록을 세우기 전까지 남자 장대높이뛰기 실외경기 1~8위의 기록을 독식하던 선수입니다. 괜히 별명이 ‘인간새’가 아닙니다.이렇게 스포츠 과학이 발달한 시대에 26년이나 기록이 깨지지 않았다는 것은 어쩌면 6m14가 인간의 한계를 의미했는지 모릅니다. 한계라고 여겨지던 마의 벽을 당시 고작 21세의 청년이 깨버렸으니 세계가 그야말로 깜짝 놀랐습니다.






그의 압도적인 기량은 올림픽이 1년 미뤄졌다고 해서 크게 영향받는 일은 없었습니다. 듀플랜티스는 3일 일본 도쿄 올림픽스타디움에서 열린 장대높이뛰기 결선에서 6m2의 기록으로 금메달을 차지했습니다. 금메달까지 딱 5번 뛴 게 전부입니다.





▲ 금메달을 따낸 후 스웨덴 국기를 들고 세리머니를 선보이고 있는 듀플랜티스. 도쿄 AP


만화 주인공 같았던 듀플랜티스의 올림픽새하얀 양말을 무릎까지 올려 신고 장대를 들고 새처럼 날아오르는 곱슬머리 청년. 듀플랜티스는 마치 만화 주인공 같았습니다. 호수 같은 눈동자는 다른 세상을 꿈꾸는 것처럼 보이기도 했습니다. 그만큼 다른 선수와는 다른 신비한 아우라를 뿜어내던 선수입니다.1차 시기 5m55를 가뿐하게 넘은 듀플랜티스는 다른 선수의 경기 결과를 한참을 기다려야 했습니다. 2차 시기인 5m70에서 여러 선수가 고전했기 때문인데요. 7명의 선수가 5m70에서 한 번 이상 바를 떨어트려 2차로 5m80에 도전한 듀플랜티스의 기다림은 길어져 갔습니다.결선에 진출한 14명의 선수 중 5m80에서 살아남은 선수는 7명에 불과했습니다. 5m80을 건너뛴 선수까지 포함하면 8명의 선수가 다음 단계인 5m87에 도전합니다.여기가 마의 벽이었습니다. 4명의 선수가 순식간에 탈랍합니다. 프랑스의 르노 라빌레니(35)는 1차 실패 후 다음 단계인 5m92로 도전을 미뤘습니다.라빌레니까지 포함해 5m92에 도전한 선수는 단 4명. 1, 2차를 모두 한 번에 통과한 듀플랜티스는 3차 5m92까지 한 번에 가뿐하게 넘어버립니다. 다른 선수가 고전하는 것과는 다른 모습이었습니다. 5m92를 넘은 선수는 단 2명, 듀플란티스와 크리스토퍼 닐슨(23·미국) 뿐이었습니다.닐슨도 개인 최고 기록을 올림픽에서 세우며 선전했지만 듀플랜티스는 레벨이 달랐습니다. 두 선수는 다음 단계인 6m02에서 맞붙었는데 닐슨은 세 번 모두 탈락했고 듀플랜티스는 또 한 번에 통과합니다. 금메달을 확정하며 대관식을 치르게 된 듀플랜티스는 기쁨도 잠시 불가능에 도전합니다.바로 6m19의 기록입니다.





▲ 3차 5m92를 가뿐하게 넘는 듀플랜티스. 도쿄 류재민 기자 phoem@seoul.co.kr


금메달 그 이후 이어간 위대한 도전장대높이뛰기 올림픽 기록은 2016년 리우 대회에서 티아고 브라즈(28·브라질)가 세운 6m03입니다. 올림픽 기록을 세우고 갈 수도 있었지만 듀플랜티스는 바로 세계기록에 도전합니다. 장대높이뛰기 세계기록은 듀플랜티스가 세운 6m18입니다. 다만 이는 야외경기가 아닌 실내경기입니다. 야외는 아무래도 변수가 많으니 기록에 조금 차이가 있습니다.전광판에 6m19가 뜨자 장내가 술렁였습니다. 그도 그럴 것이 장대높이뛰기 경기가 길어지면서 올림픽 스타디움에서 같이 열렸던 여자 해머던지기, 여자 800m 결선, 여자 200m 결선까지 모두 끝나 듀플랜티스의 도전만 남았기 때문입니다. 경기장을 찾은 수많은 취재진과 각국 선수단 및 관계자의 시선이 모두 듀플랜티스의 장대로 향했습니다.





▲ 대기록 도전을 시작하기 전 도쿄 올림픽스타디움 전광판에 뜬 세계기록과 듀플랜티스의 얼굴. 도쿄 류재민 기자 phoem@seoul.co.kr


위대한 도전을 앞둔 듀플랜티스도 긴장한 표정이 보였습니다. 전광판에는 세계기록과 올림픽기록이 떴고 듀플랜티스의 얼굴이 함께 나왔습니다.회복을 위해 수 분간 쉬는 시간을 가진 듀플랜티스는 장대를 신중하게 잡고 힘차게 달려나갔습니다. 경기장에 있던 수많은 카메라가 그 순간을 포착하기 위해 셔터음을 크게 냈고 장내에 있는 모두가 숨을 죽였습니다.가볍게 날아오른 듀플랜티스는 바를 넘었습니다. 조금만 더하면 역사가 완성되는 그 순간 몸이 살짝 닿아 바도 결국 같이 떨어지게 됩니다. 너무 아까웠습니다. 전광판에는 몇 차례나 영상이 반복됐고, 듀플랜티스조차도 놀란 표정을 감추지 못했습니다.듀플랜티스는 “점프 자체는 거의 기억나지 않습니다”라며 “달려가면서 ‘이건 세계 기록이야. 다왔어’라고 생각했던 기억이 납니다. 기록을 세웠다고 생각했는데 내려올 때 조금 과하게 닿았습니다”라고 1차 시도를 돌이켰습니다.













▲ 듀플랜티스가 6m19에 1차 도전하는 모습. 도쿄 류재민 기자 phoem@seoul.co.kr


위의 사진에서 보이듯 사실 거의 다 넘었습니다. 다른 선수가 넘기 전부터 바에 부딪히거나 바와 함께 하강하는 것과는 다른 모습입니다. 듀플랜티스는 바를 넘은 후 바가 제 자리에 걸려있는 것까지 눈으로 확인했습니다. 비록 흔들리다 결국에 떨어졌지만.또 한참을 쉰 듀플랜티스는 2차 시도에 나섰지만 이번엔 스텝이 안 맞았는지 혹은 몸에 무리가 왔는지 도약을 시도하려다 도전을 멈췄습니다.3차는 1차와 비슷했습니다. 넘긴 넘었는데 몸이 살짝 닿아서 또 바가 떨어집니다. 아까운 걸 비교하자면 그래도 바가 안 떨어질 수도 있었던 1차가 가장 아까웠습니다.그래도 듀플랜티스는 좌절하는 대신 어머니의 나라(아버지는 미국인)의 국기를 몸에 두르고 활짝 웃었습니다. 이후로 밤 12시가 넘어서까지 이어지던 세계 각국의 언론 인터뷰도 밝은 표정으로 성실히 마쳤습니다. 세계적인 스타는 그렇게 멋진 밤을 보냈습니다.듀플랜티스가 알려준 인간의 한계는 6m18. 언젠가 그 한계를 넘을 듀플랜티스를 기대해보겠습니다.도쿄 류재민 기자 phoem@seoul.co.kr"
"생명 준 한국, 기회 준 미국… 그게 제 혈통",2021-08-04,"美기계체조 대표 율 경태 몰다워 
1996년 서울 출생… 5개월 만에 입양도쿄올림픽 결승 6위로 파리 무대 기대“문신 새긴다면 성조기·태극기 절반씩내년 서울 가고 싶다… 한국 문화 궁금”









▲ 한국계 미국 체조 국가대표인 율 몰다워가 지난달 26일 일본 도쿄 아리아케 체조경기장에서 열린 남자 기계체조 단체전에서 안마 연기를 하고 있다.도쿄 로이터 연합뉴스


“내 첫 번째 올림픽… 꿈은 실현됩니다. 여러분도 마음만 먹으면 이룰 수 있습니다.”미국 남자 체조 국가대표팀 율 몰다워(24)는 2일 자신의 인스타그램에 이같이 글을 남겼다. 지난 1일 일본 도쿄 아리아케 체조경기장에서 열린 남자 기계체조 마루 결승에서 그의 최종 성적은 6위에 그쳤다. 하지만 그는 2018년 미국 체조 올해의 남자선수로 선정되는 등 실력을 인정받았다. 이 때문에 2024년 파리올림픽이 더 기대된다고 평가받고 있다.율 몰다워에게 시선이 더 쏠리는 이유는 그가 한국계 입양 선수라는 점이다. 그의 이름은 ‘율 경태 몰다워’다. 한국에서 입양될 때의 이름은 ‘신경태’였다. 그는 1996년 8월 26일 서울에서 태어난 지 5개월이 됐을 때 미국 콜로라도주에서 농장을 운영하는 몰다워 부부에게 입양됐다. 몰다워 부부는 어린 시절 유달리 머리숱이 적었던 그를 보고 배우 율 브리너의 이름을 따 ‘율’이라는 이름을 붙여 줬다.그는 지난달 24일 미국의소리(VOA)와의 인터뷰에서 “저를 입양해 준 부모님이 경태라는 이름을 지켜 줬다”며 “율이라는 이름은 태양, 밝음, 이런 것들을 의미한다고 저희 어머니께서 설명해 주셨다”고 말했다.몰다워 부부는 율을 비롯해 4명의 입양아를 키웠다. 율은 세 살 때까지 말이 더뎌 언어치료를 받았다. 율의 삶이 달라진 건 그가 일곱 살 때였다. 놀이터 철봉에서 놀던 그의 모습을 본 몰다워 부부는 그를 지역 체육관에 데려갔고 율은 열 살 때 미국 주니어 국가대표를 거쳐 전미 대학 체조 챔피언까지 됐다.






율은 한국에서 태어났고 미국에서 자란 것에 모두 감사하다는 뜻을 보였다. 그는 “미국이라는 나라는 저에게 국가를 대표할 기회까지 줬고 한국에서 왔다는 사실은 큰 영광이다. 그게 제 혈통”이라며 “항상 저 자신에게 이런 이야기를 한다. ‘문신을 새긴다면 성조기와 태극기를 절반씩 새겨야 한다’는 것”이라고 말했다.이어 “내년에는 제가 태어난 곳을 방문하고 싶다. 한국 문화가 정말 궁금하다”며 “저는 (미국인이자) 한국인이기도 하다고 언제나 말할 것”이라고 강조했다.김진아 기자 jin@seoul.co.kr"
"“잘 싸웠다”...진윤성, 역도 남자 109㎏급 6위로 마무리",2021-08-03,"▲ 대한민국 역도 국가대표 진윤성 선수가 3일 일본 도쿄 국제 포럼 경기장에서 열린 2020도쿄올림픽 역도 남자 109kg급에 출전해 인상 경기에 임하고 있다. 2021.08.03 도쿄=올림픽사진공동취재단


대한민국 역도 국가대표 진윤성(26·고양시청)이 2020 도쿄올림픽 역도 남자 109㎏급에 출전했지만 아쉽게 시상대에는 오르지 못했다.3일 진윤성은 도쿄 국제포럼에서 열린 2020 도쿄올림픽 역도 남자 109㎏급 A그룹 경기에서 인상 180㎏, 용상 220㎏, 합계 400㎏으로 6위에 올랐다.이날 진윤성은 인상 1차 시기에서 180㎏을 드는 데 성공했다. 하지만 2차 시기에서 185㎏을 들지 못하고 바벨을 등 뒤로 떨어뜨렸다.3차 시기에서는 185㎏의 바벨을 머리 위로 들었지만, 노 리프트(실패) 판정이 나왔다. 이에 대표팀 전상석 감독은 비디오판독을 신청했지만, 판정은 바뀌지 않았다.심판진은 진윤성이 바를 끌어 올리는 동작에서 주저앉은 채 머문 시간이 길었다고 판단했다.






이어 진윤성은 용상 1차 시기에서 220㎏을 드는 데 성공했다. 이어 2차 시기에서 225㎏에 도전했지만, 클린 동작 이후 저크 동작을 하면서 바벨을 놓쳤다.3차 시기에서는 230㎏을 신청해 6위에서 3위로 오르고자 했지만, 클린 동작에서 저크 동작을 넘어가는 과정에서 바벨의 무게를 견디지 못했다.









▲ 대한민국 역도 국가대표 진윤성 선수가 3일 일본 도쿄 국제 포럼 경기장에서 열린 2020도쿄올림픽 역도 남자 109kg급 출전을 마치고 코치들과 포옹하고 있다. 진 선수는 용상 3차시기에 실패했다. 2021.08.03 도쿄=올림픽사진공동취재단


진윤성은 자신의 주 종목인 102㎏급이 올림픽 정식종목으로 채택되지 않아, 109㎏급에서 도쿄올림픽 출전권을 따냈다.102㎏급에서 강력한 메달 후보였던 진윤성은 109㎏급에서 중위권으로 밀려날 수밖에 없었다. 하지만 진윤성은 이내 증량을 시작했다. 그는 몸무게를 107㎏까지 늘렸고, 실전에서 합계 기준 405㎏을 드는 선수가 됐다. 그러나 메달을 목에 걸기 위해서는 합계 410㎏을 들어야 했다.임효진 기자 3a5a7a6a@seoul.co.kr"
亞~ 자존심… 그날처럼 우생순,2021-08-04,"韓여자 핸드볼, 8강 중 유일 비유럽오늘 스웨덴과 4강 티켓 놓고 격돌해외파 류은희·이미경 맹활약 절실 










▲ 류은희연합뉴스


9년 만에 올림픽 8강 무대에 복귀한 한국 여자 핸드볼이 다시 한번 ‘우리 생에 최고의 순간’(우생순)을 꿈꾼다.강재원 감독이 이끄는 한국 여자 핸드볼 대표팀은 4일 오후 5시 일본 도쿄 요요기 내셔널 스타디움에서 스웨덴과 4강 티켓을 놓고 격돌한다. 한국은 스웨덴과 올림픽 인연이 깊은 편이다. 4회 연속 대결을 펼친다. 2016년 리우에서는 조별리그에서 만나 28-31로 졌다. 2008년 베이징과 2012년 런던에서는 모두 이겼다.스웨덴은 B조에서 3승1무1패를 기록하며 조 1위로 8강에 올랐다. 스웨덴은 핸드볼 격전지인 북유럽에서 다소 전력이 떨어지는 편이었다. 그러나 이번 대회에서 큰 키를 이용한 위력적인 중거리슛이 힘을 발휘하며 전통의 강호 러시아를 무려 12골 차로 꺾었다.또 2019년 세계선수권 준우승팀 스페인도 7골 차로 완파하는 등 상승세가 뚜렷하다. 1패는 조 1위를 확정하고 최종전에서 헝가리에 3골 차로 패하며 기록한 것이다. 2016년 리우와 2019년 세계선수권에서 각각 베스트7에 선정된 내털리 해그먼과 린 블롬이 경계 대상이다.한국은 A조에서 1승1무3패를 기록하며 조 4위로 8강에 턱걸이했다. 지난 2일 지면 탈락인 앙골라와의 예선 최종전에서 경기 종료 11초를 남기고 극적인 동점골이 터져 8강 불씨를 살렸다. 한국과 8강행을 다투던 일본이 노르웨이에 패해 8강행 막차를 탔다.






이번 대회 여자 핸드볼 8강은 한국과 유럽 7개국으로 채워졌다. 올림픽 무대에서 비유럽 국가가 핸드볼 메달을 딴 경우는 한국(여자부 금2·은4·동1, 남자부 은1)과 중국(여자부 동1)밖에 없다.한국으로선 주포 류은희(헝가리 교리)와 이미경(일본 오므론)의 활약이 절실하다. 류은희는 조별리그 5경기에서 경기당 평균 6골, 이미경은 5.6골을 넣었다. 한국 여자 핸드볼이 조별리그 부진을 털고 17년 만에 ‘우생순’을 재현할 수 있을지 주목된다.도쿄 홍지민 기자 icarus@seoul.co.kr"
단체전 4강행 좌절… 3년 후가 더 기대되는 여자탁구,2021-08-04,"▲ 단체전 4강행 좌절… 3년 후가 더 기대되는 여자탁구 전지희(왼쪽부터), 신유빈, 최효주로 이뤄진 한국 탁구 여자 대표팀이 3일 일본 도쿄체육관에서 열린 올림픽 탁구 여자 단체전 8강전에서 독일에 세트스코어 2-3으로 역전패당한 뒤 아쉬워하며 서로를 격려하고 있다.도쿄 연합뉴스


전지희(왼쪽부터), 신유빈, 최효주로 이뤄진 한국 탁구 여자 대표팀이 3일 일본 도쿄체육관에서 열린 올림픽 탁구 여자 단체전 8강전에서 독일에 세트스코어 2-3으로 역전패당한 뒤 아쉬워하며 서로를 격려하고 있다.도쿄 연합뉴스"
‘성덕’ 우상혁,2021-08-04,"롤모델 스테판 홀름과 SNS ‘맞팔’ 






▲ 도쿄올림픽 육상 남자 높이뛰기에서 2m35로 한국 신기록을 세우고 4위를 차지한 우상혁이 스웨덴의 높이뛰기 영웅 스테판 홀름과 인스타그램에서 팔로우를 한 사실을 인증하고 홀름은 자신의 인스타그램 스토리에 우상혁의 글을 공유했다.우상혁 인스타그램 캡처


“오 마이 갓, 나의 롤모델 스테판 홀름 맞팔이라니. 저는 성덕입니다.”한국 육상 높이뛰기의 새 역사를 쓴 우상혁(25)이 자신의 우상인 스웨덴의 높이뛰기 영웅 스테판 홀름과 소셜네트워크서비스(SNS)를 통해 친구를 맺게 됐다는 사실을 알리며 기쁨을 표시했다. 우상혁은 3일 인스타그램에서 자신의 게시물을 보고 홀름이 ‘맞팔’(SNS상에서 서로 친구를 맺는 것) 신청한 것을 확인하고 이를 수락한 뒤 위와 같은 내용의 게시글을 올렸다. 홀름은 우상혁의 게시글을 확인하고 자신의 SNS에 다시 공유했다.우상혁은 지난 1일 도쿄 올림픽 스타디움에서 열린 육상 남자 높이뛰기 결승에서 2m35를 뛰어 한국 신기록을 세우고 4위를 차지했다. 우상혁은 이번 경기로 유명세를 타기 전부터 홀름을 자신의 우상으로 삼아 훈련했다.그는 리우올림픽을 준비하던 2016년 7월 국내 언론과의 인터뷰에서 “사실 나는 높이뛰기에 최적화한 신체를 가지지 못했다. (교통사고로 발을 다쳐) 양쪽 발의 크기가 다르기도 하지만 키도 작은 편”이라며 “하지만 작은 키로도 성공한 선수가 많다. 노력은 배반하지 않는다”고 말했다. 그는 “홀름 선수를 가장 좋아한다”며 “내 롤모델”이라고 밝혔다.홀름의 키는 181㎝로 우상혁처럼 높이뛰기 선수로서는 작은 편에 속한다. 그렇지만 홀름은 2003년 파리 세계선수권에서는 2위에 올랐고 세계실내육상선수권대회에서는 4번이나 우승했다. 2004년 아테네올림픽에서는 금메달을 목에 걸면서 세계 정상에 섰다.






우상혁은 홀름보다는 큰 188㎝이기는 하지만 작은 편에 속한다. 우상혁은 작은 키를 극복하고 세계적인 선수가 된 홀름의 영상을 보며 꿈을 키웠다. 우상혁은 그동안 부침에도 불구하고 결국 2021년 여름 도쿄에서 세계가 주목하는 높이뛰기 선수로 도약했다.스웨덴 대표팀 높이뛰기 코치로 올림픽에 참여해 우상혁의 경기를 지켜본 홀름은 우상혁의 SNS를 찾아 팔로우한 것이다.심현희 기자 macduck@seoul.co.kr"
