title,date,reporter,press,contents
"[도쿄올림픽] '첩첩산중' 신유빈, 58세 베테랑에 이어 세계 랭킹 15위 만난다",2021.07.27,이민재 기자(lmj@spotvnews.co.kr),스포티비뉴스,"▲ 신유빈[스포티비뉴스=이민재 기자] 신유빈(17, 대한항공)의 도전이 아직 끝나지 않았다.신유빈은 27일 일본 도쿄체육관에서 열리는 도쿄 올림픽 탁구 여자 단식 3라운드에서 두호이켐(홍콩)을 만난다.신유빈은 개인전 두 경기를 순조롭게 풀어가고 있다. 1라운드에서 첼시 에질(가이아나)을 4-0으로 가볍게 완파한 신유빈은 2라운드에서 올림픽 탁구 역사상 최고령인 58세 니시아리안(룩셈부르크)을 꺾는 데 성공했다. 니시아리안은 2000년 시드니 대회부터 이번 대회까지 5번째 출전한 백전노장이었다. 확실히 성장한 모습을 보였다. 첫 세트를 내주고도 극적인 4-3 역전승을 거뒀기 때문이다. 오히려 첫 세트를 내준 이후 2세트 들어 더욱 과감한 드라이브가 살아났다. 처음 출전하는 올림픽이라는 큰 무대에서 쉽게 무너지지 않는다는 자신감을 드러냈다. 신유빈의 다음 상대는 세계 랭킹 15위의 강호 두호이켐이다. 세계 85위의 신유빈으로선 쉽지 않은 선수다. 두호이켐은 개인전 첫 경기다. 혼성 복식에서 8강까지 경기를 치렀지만 개인전은 다르다. 경기 감각 측면에서는 신유빈이 더 앞선다고 볼 수 있다. 두 경기를 이기면서 자신감을 얻었기 때문에 충분히 반전이 가능하다.한편 27일에는 탁구 개인전에 한국 선수들이 대거 출전한다. 정영식(미래에셋증권)이 남자 단식 3라운드에서 지오니스 파나지오티스(그리스)와 만난다. 전지희(포스코에너지)도 여자 단식 3라운드에서 유안지아난(프랑스)을 만난다. 26일 남자 단식 3라운드를 통과한 장우진(미래에셋증권)이 16강을 치르게 된다."
"키움-LG, 서건창-정찬헌 1대1 맞트레이드 실시 [오피셜]",2021.07.27,잠실 = 윤욱재 기자 wj38@mydaily.co.kr,마이데일리,"[마이데일리 = 잠실 윤욱재 기자] LG와 키움이 리그 판도를 뒤흔들 트레이드를 성사했다.LG 트윈스는 27일 우완투수 정찬헌(31)와 키움 히어로즈 내야수 서건창(32)을 맞바꾸는 1대1 트레이드를 실시했다.서건창은 통산 1,067경기 출장해 타율 .306, 1,236안타, 35홈런, 727득점, 437타점, 212도루를 기록했다. 특히 2012년에는 타율 .266, 115안타 39도루를 기록하며 신인왕을 수상했고 2014년에는 단일 시즌 최다 안타 신기록을 달성하며 타율 1위(0.370), 최다안타 1위(201안타), 득점 1위(135득점)을 기록, 정규시즌 MVP를 수상했다. 또한 2루수 부문 골든글러브를 3회(2012년, 2014년, 2016년) 수상한 바 있다.차명석 LG 단장은 ""서건창은 리그 정상급의 2루수로서 공수주에서 팀의 전력 상승을 통해 이번 시즌 윈나우를 추구하는 팀의 목표 달성에 크게 기여 해줄 것으로 기대한다""고 말했다.정찬헌은 광주제일고를 졸업한 후 2008년 신인드래프트 2차 1라운드(전체 1번)에서 LG 트윈스에 지명 받았다. 입단 첫 해부터 1군 무대에서 뛸 만큼 투수로서 자질을 인정받았다. 정찬헌은 마운드에서 강한 집념과 안정된 제구력을 바탕으로 KBO 리그 통산 11시즌 동안 358경기에 등판, 40승 44패 28홀드 46세이브 평균자책점 4.80을 기록했다.고형욱 키움 단장은 ""선발과 중간계투, 마무리투수까지 모든 역할을 두루 경험해 본 베테랑 투수를 영입하게 돼 기쁘다. 후반기 팀 선발진의 한 축을 맡아 활약을 펼쳐주길 기대한다. 구단도 정찬헌이 팀에 빠르게 적응할 수 있도록 지원을 아끼지 않겠다""고 말했다.이어 ""지난 2012년부터 올해까지 10시즌 동안 팀을 위해 헌신한 서건창을 보내게 돼 아쉬운 마음이 크다. 후반기 새로운 팀에서 좋은 활약을 계속 이어가길 바란다""고 전했다.[1대1 맞트레이드로 팀을 옮긴 서건창(왼쪽)과 정찬헌. 서건창은 LG 트윈스로, 정찬헌은 키움 히어로즈로 유니폼을 바꿔 입었다. 사진 = 마이데일리 DB](잠실 = 윤욱재 기자 wj38@mydaily.co.kr)"
"""11년 동안 감사했어요"" 토트넘 가는 스페인 최고 재능, 세비야에 '장문의 작별인사'",2021.07.27,윤효용 기자 rungydyd@interfootball.co.kr,인터풋볼,"세비야를 떠나 토트넘 이적이 확정된 브리안 힐(20, 스페인)이 친정팀을 향한 감사의 마음을 전했다.토트넘은 27일(한국시간) 공식 홈페이지를 통해 ""브리안 힐이 토트넘으로 이적하고 에릭 라멜라가 세비야로 향한다. 구단은 힐과 2026년까지 계약을 체결했다""고 발표했다.힐은 스페인 내에서 각광받는 유망주다. 유스 팀을 거쳐 지난 2019년 세비야 1군 데뷔에 성공했고 레가네스, 에이바르 임대로 경험을 쌓았다. 어린 나이이지만 라리가 54경기를 소화하며 6골 4도움을 올렸다. 정교한 왼발 킥력으로 에이바르 시절 프리키커를 맡았고 드리블 능력까지 갖춘 팔방미인이다.힐은 세비야 1군에서 많은 경기를 소화하진 않았지만 유스 시절부터 오랜 기간 몸담았다. 정든 곳을 떠나는 건 어린 선수에게 마냥 쉽지 만은 않은 일이다. 힐을 세비야에 진심 어린 편지를 남기며 고마움을 전했다.그는 ""11년 동안 머물렀던 집을 떠나는 건 쉽지 않았다. 팀은 축구적인 것뿐만 아니라 인간적으로도 오늘의 내가 있을 수 있도록 모든 걸 줬다. 나와 내 가족에게도 간단한 결정은 아니었다. 그래도 모두에게 최고의 선택을 하고 싶었다""고 남겼다.이어 ""떠나기 전에 나를 도와준 구단의 모든 사람들에게 감사를 전하고 싶다. 내 발전의 모든 부분이 돼 줬다. 내 동료들에게도 감사하다. 오랜 기간 동안 나를 지지해줬고 함께 아름다운 길을 왔다 내 머리에서 절대 지울 수 없는 단계였고 자긍심과 감사함을 여전히 가질 것이다. 세비야 사람으로서 모두가 그리울 거다. 행운이 있길 바라며 언제나 내 심장이 세비야의 엠블럼과 함께 할 것이다. 감사하다""며 작별 인사를 마쳤다.힐은 다가오는 2021-22시즌부터 토트넘 유니폼을 입고 뛴다. 재능은 출중하지만 아직 피지컬이 약하고 경험이 부족하다는 단점도 있다. 그래도 라리가 1군 무대에서 활약한 경험이 있는 만큼 적응만 하면 크게 성장할 가능성은 충분하다."
[단독] '151㎞' 좌완 최대어 이병헌 '토미존 수술'…1차지명 회오리,2021.07.28,이재국 기자(keystone@spotvnews.co.kr),스포티비뉴스,"▲ 서울고 좌완 특급 이병헌 ⓒ곽혜미 기자[스포티비뉴스=상암, 이재국 기자] 과연 '두병헌'의 꿈은 이뤄질까.KBO 신인 1차지명을 앞두고 큰 돌발 변수가 발생했다. 고교 최고 좌완 서울고 투수 이병헌(18)이 팔꿈치 수술을 결정했기 때문이다.이병헌은 두 차례에 걸쳐 수술을 받을 예정이다. 우선 28일 서울 네온정형외과에서 왼쪽 팔꿈치 뼛조각 제거 수술을 받는다. 이어 8월 11일 같은 병원에서 토미존 서저리(팔꿈치 인대재건 수술)를 받기로 했다.키 185㎝·몸무게 90㎏으로 좋은 신체조건을 자랑하는 이병헌은 올 시즌 고교 좌완 최대어로 평가를 받아온 특급 기대주. 어릴 때부터 유망주로 스카우트들의 눈길을 받아온 그는 고교 1학년 때 시속 145㎞ 전후의 빠른공을 뿌린 뒤 지난해 2학년 때 최고 151㎞ 강속구를 바탕으로 강렬한 인상을 심어줬다. 성장 속도로 볼 때 3학년이 되는 올해는 구속이 150㎞ 중반대까지 오를 것으로 기대하는 스카우트도 많았다.‘좌완 파이어볼러는 지옥에서라도 데려온다’는 말이 있다. 그래서 올해 서울 1차지명 1순위 카드를 쥔 두산 베어스가 이병헌을 선택하는 것은 이상할 게 없는 시나리오였다. 두산 역시 그동안 “섣불리 이야기할 단계는 아니다”며 신중한 태도를 보이면서도 이병헌을 1차지명 유력 후보에 두고 있음을 부인하지 않았다. 팬들 사이에서도 ‘두산’과 ‘이병헌’의 합성어인 ‘두병헌’이라는 말이 정설처럼 돌았다.▲ 2020년 서울고 2학년 시절 이병헌의 삼진 투구 장면 ⓒSPOTV 중계 화면그러나 이병헌은 올해 갑자기 팔꿈치 통증을 느꼈다. 주말리그 개막을 앞둔 4월 14일 선린인터넷고와 연습경기에서 통증이 발생해 투구를 중단했다.이후 휴식과 재활을 거듭하다 6월 10일 목동구장에서 열린 제75회 황금사자기 전국고교야구대회 유신고와 8강전에 시즌 첫 등판했지만 자신의 공을 던지지 못했다. 0-2로 뒤진 3회 무사 2루 위기에서 마운드에 올라 아웃카운트 1개만 잡고 2안타 2볼넷 4실점(1자책점)했다. 팀은 7회에 2-9로 콜드게임 패배를 당했다.이날 측정된 최고 구속은 142.7㎞. 대부분의 포심 패스트볼이 137~139㎞ 사이에 형성됐다. 지난해 구속에서 10㎞ 가량 줄어들었다. 누가 봐도 정상 컨디션이 아니었다.6월 13일 주말리그 우신고전에 선발등판해 4이닝 무안타 1볼넷 5탈삼진 무실점을 기록한 것이 마지막 투구였다. 올 시즌 공식경기 성적은 2경기 4.1이닝 평균자책점 2.25가 전부였다.▲ 서울고 투수 이병헌이 6월 10일 목동구장에서 열린 제75회 황금사자기 전국고교야구대회 유신고전에서 투구를 하고 있다. ⓒ곽혜미 기자이병헌은 수술과 재활을 놓고 고민을 거듭하다 결국 서울고 유정민 감독과 상담을 한 뒤 수술을 하기로 결정했다. 유 감독은 ""앞으로 더 좋은 투구를 한다면 모를까 무리하게 던져봤자 스카우트들에게 좋지 않은 인상을 주게 된다. 지금까지 보여준 것만 해도 충분하다. 결과는 하늘에 맡기자""며 수술을 받는 것도 나쁘지 않다고 조언했다.유 감독이 이렇게 판단한 것은 팔꿈치 부담을 피하려다 다른 부위에 과부하가 걸려 연쇄 부상으로 이어질 가능성을 걱정했기 때문이다. 특히 가장 중요한 어깨에 무리가 가면 투수 생명에도 치명적인 결과를 초래할 수밖에 없다.이병헌은 네온정형외과에서 정밀검진을 받았다. 그 결과 팔꿈치 뼛조각이 인대를 자극하는 바람에 인대마저 손상을 입었다는 소견을 들었다. 그래서 우선 뼛조각을 제거한 다음에 인대재건 수술도 곧바로 진행하기로 했다.이병헌은 스포티비뉴스와 만난 자리에서 “프로 지명을 앞둔 가장 중요한 시기여서 수술과 재활을 놓고 고민이 많았다. 힘든 시간이었다”고 털어놓으면서 “그렇지만 언젠가는 수술을 해야 할 것이라면 차라리 지금 받는 게 낫겠다고 결론을 내렸다”고 말했다.수술이 1차지명에 영향을 미칠 수도 있다. 이에 대해 이병헌은 “어차피 구단에서 판단하실 일이다. 1차지명이 될지, 2차지명이 될지, 어느 팀에 지명이 될지 알 수는 없지만 모든 것을 하늘에 맡기겠다고 생각했다. 그렇게 생각하니 마음이 한결 편하다”면서 “대신 수술 후 재활을 열심히 해 빨리 회복하는 데에만 집중하겠다. 나를 지명해주는 구단이 있다면 그 선택이 틀리지 않았다는 걸 보여드리고 싶다”고 각오를 밝혔다.▲ 프로필 촬영을 하고 있는 서울고 투수 이병헌 ⓒ상암, 이재국 기자수술을 1차지명 이후로 미룰 수도 있지만 이병헌과 서울고는 정공법을 선택했다. 진인사대천명(盡人事待天命). 오히려 정직하게 수술 사실을 알리고 결과를 겸허히 받아들이기로 했다.수술은 지명을 하는 구단에서도 민감할 수밖에 없는 이슈다. 수술한 선수를 1차지명하는 것이 옳은 선택인지를 두고 구단 내부에서도 장고와 갑론을박을 거듭할 수밖에 없다.어쨌든 이병헌만한 자원을 찾는 것도 쉽지 않다. 특히 고교 시절에 시속 150㎞대 강속구를 보여준 좌완 특급 유망주다. 토미존 수술을 받고 구속이 더 빨라지는 사례도 많다. 프로에서 체계적인 훈련을 받는다면 1~2년 후엔 국내 대표 좌완투수가 될 수도 있다.무엇보다 최근엔 스포츠 의학과 재활 기법의 발달로 대부분 팔꿈치 인대재건 수술 후 1년 이내에 공을 잡는다. 회복이 빠른 선수는 9개월 정도 후면 투구를 시작하기도 한다. 입단 후 1~2년을 적응기간으로 보면 오히려 입단 후 수술을 받고 시간을 허비하는 것보다 하루빨리 수술을 받고 재활 기간을 앞당기는 것이 좋은 선택일 수 있다. 지금 수술을 받는다면 내년 초에는 공을 잡을 수 있기 때문이다.과연 두산은 어떤 선택을 할까. 만약 두산이 이병헌을 1차지명에서 패스한다면 다음 순번인 LG 트윈스와 키움 히어로즈가 지명할 수도 있다.올해가 1차지명 제도의 마지막 해다. 내년부터는 전면드래프가 시행된다. 1차지명(8월 23일)까지는 한 달도 채 남지 않았다. 이래저래 이병헌의 수술이 마지막 1차지명 판도에 회오리바람과 연쇄반응을 불러올 듯하다."
"SON-케인 끝내 결별하나... ""맨시티전 결국 안 나간다""",2021.07.26,김우종 기자 (woodybell@mtstarnews.com),스타뉴스,"해리 케인(왼쪽)과 손흥민. /AFPBBNews=뉴스1해리 케인(28)이 손흥민(29·이상 토트넘)과 끝내 결별하고 마는 것일까. 케인이 맨체스터 시티와 개막전에 결국 결장할 전망이다.영국 매체 90min은 25일(한국시간) ""해리 케인이 다가오는 잉글리시 프리미어리그 2021~22 시즌 개막전에 출전하지 않을 예정(Harry Kane set to miss the start of the Premier League season)""이라고 보도했다.토트넘은 내달 16일 홈 구장인 토트넘 홋스퍼 스타디움으로 맨체스터 시티를 불러들여 리그 개막전을 치른다. 손흥민이 토트넘과 4년 재계약에 체결한 가운데, 이제는 케인의 거취에 관심이 쏠리고 있다.90min은 ""케인은 프리시즌 대부분의 경기를 결장할 것으로 보인다. 그는 유로 2020 대회 전 경기에 출장해 잉글랜드의 결승 진출에 일조했다. 하지만 이탈리아와 승부차기 끝에 패배하며 큰 슬픔을 겪었다""고 전했다.이어 ""그는 가족들과 함께 충분한 휴식기를 보낼 것이다. 그리고 새 시즌 시작을 위한 준비가 끝나갈 무렵에 다시 팀에 복귀할 것""이라고 텔레그래프를 인용해 보도했다.다만 변수는 역시 맨체스터 시티 이적 여부다. 케인은 지난 시즌을 마친 뒤 우승 가능성이 높은 팀에서 뛰고 싶다는 열망을 드러냈다. 최근에는 맨체스터 시티가 주급 40만 파운드(한화 약 6억 3000만원)의 대우와 함께 이적료 1억 6000만 파운드(약 2530억원)를 책정했다는 외신 보도까지 나왔다. 이제 양 팀 사이의 협상이 급물살을 탈 경우, 초대형 계약이 터질 수도 있는 상황. 90min은 ""그가 팀에 합류하자마자 다시 페이스를 끌어 올릴 수 있는 시간이 주어질 것이다. 이는 곧 그가 토트넘 소속이든 맨체스터 시티 소속이든 개막전에 출전하지 않는 것을 의미한다""고 분석했다.손흥민(왼쪽)과 케인. /AFPBBNews=뉴스1"
"[도쿄올림픽]日 충격의 이변…‘세계랭킹 2위’ 오사카, 16강 탈락",2021.07.27,고봉준 기자(underdog@spotvnews.co.kr),스포티비뉴스,"▲ 오사카 나오미가 27일 일본 도쿄 아리아케 테니스파크에서 열린 도쿄올림픽 테니스 여자 단식 16강에서 탈락했다.[스포티비뉴스=고봉준 기자] 일본으로선 가장 달갑지 않은 이변이 일어났다.세계 테니스의 떠오르는 강자로 불리는 오사카 나오미(23)가 뜻밖의 고배를 마셨다. 세계랭킹 2위 오사카는 27일 일본 도쿄 아리아케 테니스파크에서 열린 도쿄올림픽 테니스 여자 단식 16강에서 세계랭킹 42위 마르케타 본드로우쇼바(22·체코)에게 세트스코어 0-2(1-6 4-6)로 패했다.앞서 1회전에서 탈락한 세계랭킹 1위 애슐리 바티(25·호주) 못지않은 이번 대회 최고 이변이다.아이티 출신 아버지와 일본인 어머니 사이에서 태어난 오사카는 현재 일본스포츠를 상징하는 최고 스타플레이어다. 2013년 프로 전향 후 2018년과 2020년 US오픈 그리고 2019년과 올해 호주오픈을 연달아 제패하며 세계적인 테니스 1인자로 자리매김했다. 또, 2019년에는 아시아 남녀 테니스 선수로는 처음으로 세계랭킹 1위를 차지하기도 했다.올해 5월 프랑스오픈에서 공식 기자회견을 거부한 뒤 기권을 선언해 논란을 야기했던 오사카는 도쿄올림픽에는 예정대로 출전했다. 그러나 16강에서 자신보다 세계랭킹위 40계단이나 낮은 본드로우쇼바에게 발목이 잡혔다.개최국 일본은 충격을 감추지 못하는 분위기다. 오사카에게 개막식 최종 성화 점화를 맡길 정도로 기대감이 컸던 일본 언론은 일제히 오사카의 탈락 소식을 보도했다.오사카는 개막식에서 일본의 국기인 야구나 유도 영웅들을 제치고 최종 성화 점화자로 나선 바 있다.일본 주니치스포츠는 “오사카의 첫 올림픽 도전이 여기에서 끝났다. 2개월간의 실전 공백이 문제가 됐다”고 전했다. 산케이스포츠 역시 “일본 테니스 최초의 올림픽 금메달을 목표로 뒀던 에이스가 탈락했다. 5월 프랑스오픈 이후 실전을 치르지 않은 점이 발목을 잡았다”고 보도했다."
"김제덕, 최초 3관왕 좌절.... 남자 개인전 충격의 32강 탈락 [도쿄올림픽]",2021.07.27,심혜진 기자 (cherub0327@mtstarnews.com),스타뉴스,"김제덕./사진=뉴스1김제덕(17·경북일고)이 양궁 사상 최초 3관왕에 실패했다.김제덕은 27일 일본 도쿄의 유메노시마공원 양궁장에서 열린 2020 도쿄올림픽 양궁 남자 개인전 32강전에서 독일의 플로리안 운루를 상대로 세트스코어 3-7(30-28, 27-27, 27-28, 26-27, 28-29)로 졌다.앞서  1회전(64강)에서 말라위의 아레네오 데이비드를 6-0으로 제압하고 32강전에 올랐다. 첫 개인전이라 긴장감이 컸던 것일까. 이번 경기에서는 ""파이팅""을 외치지 않고 차분하게 경기에 임하는 모습이었다.김제덕은 첫 올림픽 무대인 이번 대회에서 혼성 단체전 금메달을 합작한 데 이어 남자 단체전에서도 금메달을 목에 걸어 2관왕에 올랐다.  혼성전은 이번 대회부터 도입됐기 때문에, 개인전에서도 우승하면 김제덕은 양궁 사상 첫 '3관왕'에 오르게 된다. 하지만 이변이 연출됐다.김제덕은 1세트부터 올 10점을 쏘며 기선을 제압했다. 30-28로 1세트를 따냈다. 2세트는 조금 흔들렸다. 9점에 이어 8점을 쐈다. 그리고 마지막 한 발을 10점에 명중시키면서 세트를 잃지 않았다. 무승부로 1점을 가져왔다.하지만 3세트부터 흐름을 빼앗겼다. 첫 발 7점으로 흔들렸다. 나머지 두 발을 9점, 10점을 쐈지만 독일이 9점 2개와 10점을 쏘면서 패했다.차분하게 경기를 펼쳐가던 김제덕은 4세트에서 목이 쉰 목소리로 파이팅을 외쳤다. 그러나 이번에도 졌다. 8점, 9점, 9점을 쐈다. 독일이 10점, 9점, 8점을 쏘면서 역전을 허용했다.김제덕이 마지막 5세트에서 10점에 이어 9점을 2발을 쏴 28점으로 마무리했다. 독일 운루가 9점에 이어 10점 2발을 쏘면서 김제덕이 패했다."
"[도쿄올림픽] 사격 진종오, '노메달'로 도쿄올림픽 마감…혼성전 탈락",2021.07.27,정형근 기자(jhg@spotvnews.co.kr),스포티비뉴스,"▲ 사격 진종오가 도쿄올림픽에서 메달을 획득하지 못했다. ⓒ연합뉴스[스포티비뉴스=도쿄, 정형근 기자] 진종오(42)와 추가은(20)이 도쿄올림픽 10m 공기권총 혼성 단체전에서 탈락했다. '사격 황제' 진종오는 메달 없이 이번 올림픽을 마감했다. 진종오와 추가은은 27일 일본 도쿄 아사카 사격장에서 열린 도쿄올림픽 10ｍ 공기권총 혼성 단체전에서 합계 575점(진종오 289점, 추가은 286점)을 기록했다.9위에 오른 진종오-추가은은 본선 상위 8명의 선수가 출전하는 2차 본선에 나서지 못했다. 진종오-추가은은 한 때 3위까지 올랐다. 그러나 2시리즈에서 추가은이 조금 흔들리며 중위권으로 밀려났고, 결국 2차 본선에 진출하지 못했다. 김모세(23)와 김보미(23)도 573점(김모세 285점, 김보미 288점)으로 11등에 오르며 혼성전을 마쳤다. 2004년 아테네 대회부터 5차례 연속 올림픽에 출전한 진종오는 그동안 메달 6개(금4·은2)를 획득했다. 도쿄올림픽에서 양궁 김수녕을 넘어 한국인 역대 올림픽 최다 메달 신기록에 도전했다.그러나 이번 올림픽에서는 진종오의 ‘주 종목’인 50m 권총 종목이 폐지됐다. 50m 권총은 진종오가 2008년 베이징 올림픽부터 2016 리우 대회까지 3연패를 달성한 종목이다. 한국 최초 올림픽 3연패이자 세계 사격 최초의 올림픽 개인 종목 3연패 기록이었다.진종오는 24일 10m 공기권총에서 메달에 도전했지만, 한국 최다 메달 기록을 세우지 못했다.10m 공기권총 혼성 단체전도 탈락한 진종오는 이번 올림픽을 메달 없이 마감했다."
김하성 장기계약이 이래서 좋은거야[SS집중분석],2021.07.27,문상열,스포츠서울,"샌디에이고 파드리스는 전 피츠버그 파이어리츠 올스타 2루수 애덤 프레이이저를 트레이드로 영입했다. USA TODAY Sports연합뉴스[스포츠서울|LA=문상열전문기자] 김하성이 샌디에이고 파드리스와 장기계약을 맺지 않았다면? 생각해도 끔찍하다. 1년 계약만 했어도 이미 방출이다. MLB 네트워크의 ‘MLB NOW’ 프로그램에서는 26일(현지 시간) 전 피츠버그 파이어리츠 올스타 2루수 애덤 프레이지어의 트레이드를 분석하면서 다양한 향후 시나리오를 주제에 올렸다. 패널들은 “샌디에이고 AJ 프렐러 야구단 사장은 프레이지어를 올해뿐 아니라 2022시즌까지 슈퍼 유틸리티맨으로 활용할 구상이다”고 전망했다. 프레이지어는 2022시즌 후 프리에이전트가 된다. 패널 가운데 한 명인 존 헤이먼 기자는 “프레이지어를 유틸리티맨으로 활용하겠지만 그는 올스타 2루수다. 기존의 제이크 크로넨워스가 1루수로 포지션을 옮기고 연봉 6000만 달러 남아 있는 에릭 호스머를 트레이드할 수 있다”고 예상하면서 “샌디에이고는 공격이 미흡한 김하성에게 너무 큰 돈을 줬다”고 꼬집었다.  김하성의 몸값이 터무니없이 높다는 게 야구 기자들의 공통된 견해다. 4년 총 2800만 달러(323억4000만 원), 연봉 700만 달러(80억8500만 원)다. 당장 트레이드된 프레이지어와 비교해도 김하성의 몸값은 과포장됐다. 그의 운이다. 선수는 무조건 장기계약이 유리하다. LA 다저스와 7년 장기계약을 맺었던 류현진도 마찬가지였다. 장기계약이었으니 어깨 수술로도 생존했지 단기계약은 방출이다. 20대 초반의 어린 선수가 아니면 구단은 한가하게 기다릴 수가 없다.  이번에 피츠버그는 프레이지어를 주고 현금도 140만 달러 포함시켰다. 피츠버그는 사실상 2021시즌 프레이지어의 잔여 연봉을 모두 부담하고 샌디에이고로부터 3명의 유망주를 받은 것이다. 유망주 핵심은 베네수엘라 출신 내야수 투수피타 마르카노(21)다. 올 스프링 트레이닝 때 김하성과 한 조가 돼 함께 비지땀을 흘렸다. 샌디에이고 파드리스 유틸리티맨 김하성.USA TODAY Sports연합뉴스29세 프레이지어의 2021년 연봉은 430만 달러에 불과하다. 김하성은 700만 달러다. 프레이지어는 26일 현재 메이저리그 최다 안타(125개)를 기록중이다. 수비도 매우 뛰어나다. 올해 타율 0.324 홈런 4 타점 32 득점 58개다. 김하성은 79경기에 출장해 타율 0.206 홈런 5 타점 26개.MLB 사상 시즌 최다 안타를 기록하고 있는 선수가 트레이드된 경우는 2021년 프레이지어, 1990년 윌리 맥기(세인트루이스 카디널스→오클랜드 에이스), 1957년 레드 숀엔디엔스트(뉴욕 자이언츠→밀워키 브레이브스) 등 3명이다. 프레이지어의 영입으로 김하성의 입지가 좁아졌을까. 큰 차이는 없다. 김하성은 백업이었지 주전이 아니다. 베테랑 1루수 호스머처럼 기존의 주전들이 영향을 받는다. 외야수 토미 팸, 트렌트 그리샴, 윌 마이어스 등에게 불똥이 튄다. 샌디에이고는 프레이지어 영입으로 끝나지 않는다. 프렐러 사장은 기존의 틀을 깨왔다. 판이 어떻게 흔들릴지 김하성도 영향을 받을지가 31일 트레이드 마감시한의 관전포인트다. moonsy1028@sportsseoul.com "
‘흥민이는 잘 나가는데’··· 손흥민 친구들 근황은,2021.09.18,런던 유주 정 통신원 yuzujung@mydaily.co.kr,마이데일리,"[마이데일리 = 런던 유주 정 통신원] 손흥민의 토트넘 홋스퍼 재계약 소식과 함께 2015년 손흥민과 비슷한 시기 토트넘에 입단했던 이른바 ‘입단 동기들’의 행보에도 관심이 쏠린다.영국의 스포츠 전문 매체 플래닛풋볼(Planet Football)은 지난 25일 “2015년 여름, 화이트 하트 레인(토트넘의 옛 홈구장)을 밟은 선수들은 손흥민뿐만이 아니었다”며 입단 동기들의 근황을 소개했다. 플래닛풋볼은 프리미어리그를 중계하는 영국 방송사 스카이(Sky) 스포츠 채널과도 제휴를 맺고 있는 언론사다.1. 케빈 비머, ‘680억→284억 원’ 먼저 오스트리아 출신의 센터백 케빈 비머는 손흥민보다 석 달 앞선 2015년 5월 토트넘에 입단했다. 이적료 4300만 파운드(680억 원)에 5년 계약을 맺었다. 그러나 비머의 ‘토트넘 라이프’는 순탄치 않았다. 벨기에 국가대표 출신으로 2013년 EPL 베스트 일레븐으로도 선정됐던 얀 베르통언과 또 다른 벨기에 국대 토비 알데르베이럴트가 당시 센터백 포지션을 꿰차고 있었기 때문이었다. 2015-16 시즌 베르통언의 부상으로 비머는 벤치를 벗어날 수 있었다. 그러나 빛을 보려는 찰나, 2016년 4월 베르통언이 부상을 딛고 복귀하면서 비머는 다시 밀려났다. 그 다음 시즌은 비머에게 더 잔혹했다. 그는 2016-17 시즌 EPL 11라운드 아스날과의 경기에서 첫 출전 기회를 잡았다. 그리고 이 경기에서 자책골을 넣었다.토트넘은 계약이 만료되기도 전인 2017년 비머를 스토크 시티에 넘겼다. 이적료는 1800만 파운드(284억 원)였다.플래닛풋볼은 “두 구단 모두 비머의 ‘토트넘 시기’에 대해선 절대 언급하지 않기로 약속했다”고 썼다.2. ‘토트넘이 땅을 치고 후회할 선택’영국 출신 키에런 트리피어는 2014-15 시즌 종료 후 토트넘과 손을 잡았다. 트리피어는 2019년 스페인 라리가의 아틀레티코 마드리드로 이적했다. 2018년 러시아 월드컵을 호되게 치른 이후 트리피어의 컨디션은 바닥으로 떨어져 있었고, 토트넘은 돈이 필요했다.그러나 ‘다시 보니 선녀’였을까. 토트넘은 트리피어가 떠난 이후에야 그의 소중함을 깨달았던 것 같다.트리피어는 토트넘 현대사에서 명백한 ‘톱급’ 풀백으로 꼽힌다. 수비력과 공격력 모든 부문에서 탁월했다.트리피어가 스페인에서 날고 기는 동안 토트넘은 고전을 면치 못했다. 플래닛풋볼은 “토트넘은 트리피어를 되찾고 싶어 미칠 지경일 것”이라고 봤다.옛말에 ‘든자리는 몰라도 난자리는 안다’고 했다.3. 토비도 떠날까···’카타르행 유력’손흥민과 함께 토트넘을 지키고 있는 또 다른 입단 동기, 토비 알데르베이럴트도 이적설이 흘러나오고 있다.영국 언론들은 지난 24일 알데르베이럴트가 카타르 알 두하일로의 이적을 논의하고 있다고 보도했다. 토트넘이 제시한 이적료는 1300만 파운드(207억 원) 수준으로 알려졌다.영국 매체 더 선 등은 알데르베이럴트가 알 두하일 스카프를 두르고 꽃다발을 들고 있는 사진을 잇따라 내보냈다. 카타르 도하 공항에서 이 같은 모습으로 포착됐다고 한다.이적이 최종 공식화된다면 알데르베이럴트는 ‘손흥민 친구’에서 ‘남태희 친구’가 될 전망이다.[사진 = AFPBBNews](런던 유주 정 통신원 yuzujung@mydaily.co.kr)"
